,Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
133527,14-00017374,Coyote Complaints,Phone,Closed,02/04/2014 12:53:05 PM,01/30/2014 08:15:38 AM,02/04/2014 12:53:05 PM,02/04/2014 12:53:05 PM,"5100 SUBURBAN DR, AUSTIN, TX",5100.0,SUBURBAN,AUSTIN,78745.0,TRAVIS,3106727.46773054,10048756.1797729,30.20808204,-97.76843513,"(30.20808204, -97.76843513)",3.0,644Q,MH17
133528,14-00016971,Coyote Complaints,Phone,Closed,02/04/2014 12:51:43 PM,01/29/2014 11:18:01 AM,02/04/2014 12:51:43 PM,02/04/2014 12:51:43 PM,"729 PATTERSON AVE, AUSTIN, TX",729.0,PATTERSON,AUSTIN,78703.0,TRAVIS,3107192.61845825,10074696.3349474,30.27935822,-97.76506726,"(30.27935822, -97.76506726)",9.0,584Q,MH23
133529,14-00016945,Coyote Complaints,Phone,Closed,02/04/2014 12:50:26 PM,01/29/2014 10:33:46 AM,02/04/2014 12:50:27 PM,02/04/2014 12:50:26 PM,"10508 THOROUGHBRED DR, AUSTIN, TX",10508.0,THOROUGHBRED,AUSTIN,78748.0,TRAVIS,3095550.40170589,10028636.7738764,30.15348025,-97.80525654,"(30.15348025, -97.80525654)",5.0,703C,MF12
133530,14-00016921,Coyote Complaints,Phone,Closed,02/04/2014 12:49:39 PM,01/29/2014 09:48:24 AM,02/04/2014 12:49:40 PM,02/04/2014 12:49:39 PM,"11204 REAL QUIET DR, AUSTIN, TX",11204.0,REAL QUIET,AUSTIN,78748.0,TRAVIS,3093665.35047159,10026481.435805198,30.14767317,-97.81137372,"(30.14767317, -97.81137372)",5.0,703G,MF12
133532,14-00016831,Coyote Complaints,Phone,Closed,02/04/2014 12:47:11 PM,01/28/2014 08:58:24 PM,02/04/2014 12:47:12 PM,02/04/2014 12:47:11 PM,"WINDSOR RD &N MOPAC NB TO WINDSOR RAMP, AUSTIN, TX",,WINDSOR RD &N MOPAC NB TO WINDSOR RAMP,AUSTIN,78703.0,TRAVIS,3109058.75,10079212.0,30.29165255,-97.75882582,"(30.29165255, -97.75882582)",9.0,584D,MH24
133533,14-00016773,Coyote Complaints,Phone,Closed,02/04/2014 12:46:25 PM,01/28/2014 05:13:00 PM,02/04/2014 12:46:25 PM,02/04/2014 12:46:25 PM,"7516 STONECLIFF DR, AUSTIN, TX",7516.0,STONECLIFF,AUSTIN,78731.0,TRAVIS,3109741.12357632,10104483.893024499,30.36107805,-97.75480847,"(30.36107805, -97.75480847)",10.0,524H,MH30
133534,14-00016501,Coyote Complaints,Phone,Closed,02/04/2014 12:45:41 PM,01/28/2014 08:02:08 AM,02/04/2014 12:45:41 PM,02/04/2014 12:45:41 PM,"4908 MANCHESTER CIR, AUSTIN, TX",4908.0,MANCHESTER,AUSTIN,78745.0,TRAVIS,3106660.83937523,10049744.578695,30.21080322,-97.76857386,"(30.21080322, -97.76857386)",3.0,644L,MH17
135012,14-00016207,Coyote Complaints,Phone,Closed,01/28/2014 08:00:30 AM,01/27/2014 02:58:33 PM,01/28/2014 08:00:31 AM,01/28/2014 08:00:30 AM,"4500 BREMNER DR, AUSTIN, TX",4500.0,BREMNER,AUSTIN,78749.0,TRAVIS,3078189.02963735,10043887.7590306,30.196476500000003,-97.8590996,"(30.1964765, -97.8590996)",8.0,642X,MC16
135129,14-00014611,Coyote Complaints,Phone,Closed,01/26/2014 08:40:47 AM,01/24/2014 09:14:39 PM,01/26/2014 08:40:48 AM,01/26/2014 08:40:47 AM,"12508 MONAGHAN TRL, AUSTIN, TX",12508.0,MONAGHAN,AUSTIN,78727.0,TRAVIS,3117922.03713684,10128336.619952999,30.42612171,-97.72710447,"(30.42612171, -97.72710447)",7.0,465G,MK36
135197,14-00015876,Coyote Complaints,Phone,Closed,01/27/2014 10:29:22 AM,01/27/2014 08:52:08 AM,01/27/2014 10:29:23 AM,01/27/2014 10:29:22 AM,"4701 STAGGERBRUSH RD, AUSTIN, TX",4701.0,STAGGERBRUSH,AUSTIN,78749.0,TRAVIS,3084426.52770907,10057636.144430801,30.23388632,-97.83838496,"(30.23388632, -97.83838496)",8.0,612V,MD19
135305,14-00014898,Coyote Complaints,Phone,Closed,01/26/2014 08:43:43 AM,01/25/2014 03:23:39 PM,01/26/2014 08:43:43 AM,01/26/2014 08:43:43 AM,"3109 PLANTATION RD, AUSTIN, TX",3109.0,PLANTATION,AUSTIN,78745.0,TRAVIS,3087240.13880264,10044787.1627916,30.19839217,-97.83039317,"(30.19839217, -97.83039317)",5.0,643S,ME16
135312,14-00014357,Coyote Complaints,Phone,Closed,01/26/2014 08:38:33 AM,01/24/2014 10:00:34 AM,01/26/2014 08:38:34 AM,01/26/2014 08:38:33 AM,"6404 DRY CLIFF CV, AUSTIN, TX",6404.0,DRY CLIFF,AUSTIN,78731.0,TRAVIS,3106289.49920448,10100550.4337475,30.35048498,-97.76603749,"(30.35048498, -97.76603749)",10.0,524L,MH29
135340,14-00014722,Coyote Complaints,Phone,Closed,01/26/2014 08:42:26 AM,01/25/2014 11:39:57 AM,01/26/2014 08:42:27 AM,01/26/2014 08:42:26 AM,"5909 CAMINO SECO, AUSTIN, TX",5909.0,CAMINO SECO,AUSTIN,78731.0,TRAVIS,3107373.11267326,10098247.5926931,30.34408597,-97.76277164,"(30.34408597, -97.76277164)",10.0,524Q,MH29
135341,14-00014673,Coyote Complaints,Phone,Closed,01/26/2014 08:41:35 AM,01/25/2014 09:41:31 AM,01/26/2014 08:41:35 AM,01/26/2014 08:41:35 AM,"13825 N US 183 HWY NB, AUSTIN, TX",13825.0,183,AUSTIN,78729.0,WILLIAMSON,3096142.11830845,10142195.384247301,30.46560234,-97.79518785,"(30.46560234, -97.79518785)",6.0,433H,MF39
135342,14-00014483,Coyote Complaints,Phone,Closed,01/26/2014 08:39:57 AM,01/24/2014 02:53:32 PM,01/26/2014 08:39:58 AM,01/26/2014 08:39:57 AM,"NAPA DR & CARLSBAD DR, BEE CAVE, TX",,NAPA DR & CARLSBAD DR,BEE CAVE,78738.0,TRAVIS,3056385.75,10085503.0,30.31218918,-97.92524642,"(30.31218918, -97.92524642)",,550R,WZ26
135343,14-00013753,Coyote Complaints,Phone,Closed,01/26/2014 08:37:46 AM,01/23/2014 10:28:54 AM,01/26/2014 08:37:46 AM,01/26/2014 08:37:46 AM,"5908 DOWN VALLEY CT, AUSTIN, TX",5908.0,DOWN VALLEY,AUSTIN,78731.0,TRAVIS,3102279.04668312,10099142.658634,30.34686901,-97.77885123,"(30.34686901, -97.77885123)",10.0,524P,MG29
135344,14-00013446,Coyote Complaints,Phone,Closed,01/26/2014 08:36:25 AM,01/22/2014 06:33:17 PM,01/26/2014 08:36:26 AM,01/26/2014 08:36:25 AM,"3708 TRAVIS COUNTRY CIR, AUSTIN, TX",3708.0,TRAVIS COUNTRY,AUSTIN,78735.0,TRAVIS,3083562.31391341,10066607.91558,30.25860205,-97.84048425,"(30.25860205, -97.84048425)",8.0,612D,MD21
135345,14-00013252,Coyote Complaints,Phone,Closed,01/26/2014 08:35:24 AM,01/22/2014 12:43:59 PM,01/26/2014 08:35:24 AM,01/26/2014 08:35:24 AM,"1529 BARTON SPRINGS RD, AUSTIN, TX",1529.0,BARTON SPRINGS,AUSTIN,78704.0,TRAVIS,3108510.36889681,10068331.5194074,30.26177855,-97.76135986,"(30.26177855, -97.76135986)",5.0,614C,MH21
135346,14-00013250,Coyote Complaints,Phone,Closed,01/26/2014 08:34:32 AM,01/22/2014 12:42:53 PM,01/26/2014 08:34:32 AM,01/26/2014 08:34:32 AM,"7609 FAWNHOLLOW CV, AUSTIN, TX",7609.0,FAWNHOLLOW,AUSTIN,78750.0,TRAVIS,3095221.53315761,10113001.0109709,30.38540776,-97.80021915,"(30.38540776, -97.80021915)",10.0,493M,MF32
135347,14-00013111,Coyote Complaints,Phone,Closed,01/26/2014 08:28:04 AM,01/22/2014 08:39:16 AM,01/26/2014 08:28:05 AM,01/26/2014 08:28:04 AM,"1717 W 10TH ST, AUSTIN, TX",1717.0,10TH,AUSTIN,78703.0,TRAVIS,3107848.92907586,10075116.424782302,30.28047131,-97.76295785,"(30.28047131, -97.76295785)",9.0,584L,MH23
135348,14-00013020,Coyote Complaints,Phone,Closed,01/26/2014 08:26:40 AM,01/21/2014 08:34:40 PM,01/26/2014 08:26:41 AM,01/26/2014 08:26:40 AM,"5006 BRUSHY RIDGE DR, AUSTIN, TX",5006.0,BRUSHY RIDGE,AUSTIN,78744.0,TRAVIS,3113178.66428194,10038887.248020599,30.18054342,-97.74874392,"(30.18054342, -97.74874392)",2.0,675E,MJ15
135351,14-00012702,Coyote Complaints,Phone,Closed,01/26/2014 08:13:45 AM,01/21/2014 01:16:21 PM,01/26/2014 08:13:46 AM,01/26/2014 08:13:45 AM,"10535 GRAND OAK CIR, AUSTIN, TX",10535.0,GRAND OAK,AUSTIN,78750.0,TRAVIS,3094660.77749445,10128529.018490199,30.42812773,-97.8008761,"(30.42812773, -97.8008761)",6.0,463H,MF36
135352,14-00012452,Coyote Complaints,Phone,Closed,01/26/2014 08:12:51 AM,01/21/2014 06:48:04 AM,01/26/2014 08:12:52 AM,01/26/2014 08:12:51 AM,"3901 DRY LEDGE CV, AUSTIN, TX",3901.0,DRY LEDGE,AUSTIN,78731.0,TRAVIS,3105364.0945989,10100865.9013312,30.35141084,-97.76894753,"(30.35141084, -97.76894753)",10.0,524L,MH29
135354,14-00012451,Coyote Complaints,Phone,Closed,01/26/2014 08:03:47 AM,01/21/2014 06:30:24 AM,01/26/2014 08:03:48 AM,01/26/2014 08:03:47 AM,"3605 EDGEMONT DR, AUSTIN, TX",3605.0,EDGEMONT,AUSTIN,78731.0,TRAVIS,3105500.37291184,10088226.0788377,30.31665697,-97.76943911,"(30.31665697, -97.76943911)",10.0,554L,MH26
135355,14-00012406,Coyote Complaints,Phone,Closed,01/26/2014 08:02:08 AM,01/20/2014 08:37:56 PM,01/26/2014 08:02:09 AM,01/26/2014 08:02:08 AM,"5417 S MOPAC EXPY NB, AUSTIN, TX",5417.0,MOPAC EXPY NB,AUSTIN,78749.0,TRAVIS,3087920.73758783,10056461.7341159,30.23044206,-97.82740697,"(30.23044206, -97.82740697)",8.0,613W,ME19
135356,14-00012271,Coyote Complaints,Phone,Closed,01/26/2014 08:00:51 AM,01/20/2014 05:05:22 PM,01/26/2014 08:00:51 AM,01/26/2014 08:00:51 AM,"10208 SPICEWOOD MESA, AUSTIN, TX",10208.0,SPICEWOOD MESA,AUSTIN,78759.0,TRAVIS,3098520.24307,10125405.7687208,30.41930011,-97.78886017,"(30.41930011, -97.78886017)",10.0,464N,MG35
135357,14-00012270,Coyote Complaints,Phone,Closed,01/26/2014 08:00:01 AM,01/20/2014 05:03:07 PM,01/26/2014 08:00:02 AM,01/26/2014 08:00:01 AM,"12420 BEVERLY VILLAS CT, AUSTIN, TX",12420.0,BEVERLY VILLAS,AUSTIN,78732.0,TRAVIS,3066546.52346843,10107470.8243693,30.37196862,-97.89152551,"(30.37196862, -97.89152551)",,491Y,MB31
136498,14-00012012,Coyote Complaints,Phone,Closed,01/20/2014 04:19:21 PM,01/20/2014 08:21:33 AM,01/21/2014 08:01:59 AM,01/20/2014 04:19:21 PM,"4804 MARBLEHEAD DR, AUSTIN, TX",4804.0,MARBLEHEAD,AUSTIN,78727.0,TRAVIS,3118074.20241826,10128220.275701199,30.425792100000002,-97.72663045,"(30.4257921, -97.72663045)",7.0,465L,MK35
136619,14-00012201,Coyote Complaints,Phone,Closed,01/20/2014 04:23:00 PM,01/20/2014 03:08:00 PM,01/20/2014 04:23:00 PM,01/20/2014 04:23:00 PM,"7609 FAWNHOLLOW CV, AUSTIN, TX",7609.0,FAWNHOLLOW,AUSTIN,78750.0,TRAVIS,3095221.53315761,10113001.0109709,30.38540776,-97.80021915,"(30.38540776, -97.80021915)",10.0,493M,MF32
136620,14-00012064,Coyote Complaints,Phone,Closed,01/20/2014 04:22:00 PM,01/20/2014 10:31:00 AM,01/20/2014 04:22:00 PM,01/20/2014 04:22:00 PM,"714 ETHEL ST, AUSTIN, TX",714.0,ETHEL,AUSTIN,78704.0,TRAVIS,3107983.40232068,10067237.9994453,30.258806099999997,-97.76310858,"(30.2588061, -97.76310858)",5.0,614C,MH21
136621,14-00012016,Coyote Complaints,Phone,Closed,01/20/2014 04:21:00 PM,01/20/2014 08:40:00 AM,01/20/2014 04:21:00 PM,01/20/2014 04:21:00 PM,"5012 CALHOUN CANYON LOOP, AUSTIN, TX",5012.0,CALHOUN CANYON,AUSTIN,78735.0,TRAVIS,3085379.96052916,10062291.7369879,30.24662521,-97.83503558,"(30.24662521, -97.83503558)",8.0,612M,MD20
136682,14-00011957,Coyote Complaints,Phone,Closed,01/20/2014 07:27:00 AM,01/19/2014 10:14:00 PM,01/20/2014 07:27:00 AM,01/20/2014 07:27:00 AM,"7516 STONECLIFF DR, AUSTIN, TX",7516.0,STONECLIFF,AUSTIN,78731.0,TRAVIS,3109741.12357632,10104483.893024499,30.36107805,-97.75480847,"(30.36107805, -97.75480847)",10.0,524H,MH30
136814,14-00011339,Coyote Complaints,Phone,Closed,01/19/2014 08:46:00 AM,01/18/2014 08:53:00 PM,01/19/2014 08:46:00 AM,01/19/2014 08:46:00 AM,"7500 GREENHAVEN DR, AUSTIN, TX",7500.0,GREENHAVEN,AUSTIN,78757.0,TRAVIS,3114720.38023871,10101649.5122505,30.35296845,-97.7392345,"(30.35296845, -97.7392345)",7.0,525K,MJ29
136815,14-00011029,Coyote Complaints,Phone,Closed,01/19/2014 08:45:00 AM,01/18/2014 01:04:00 PM,01/19/2014 08:45:00 AM,01/19/2014 08:45:00 AM,"7630 WOOD HOLLOW DR, AUSTIN, TX",7630.0,WOOD HOLLOW,AUSTIN,78731.0,TRAVIS,3111848.63414146,10104399.343989,30.36071115,-97.74813418,"(30.36071115, -97.74813418)",10.0,525E,MJ30
136816,14-00010618,Coyote Complaints,Phone,Closed,01/19/2014 08:44:00 AM,01/17/2014 05:01:00 PM,01/19/2014 08:44:00 AM,01/19/2014 08:44:00 AM,"9500 LEANING ROCK CIR, AUSTIN, TX",9500.0,LEANING ROCK,AUSTIN,78730.0,TRAVIS,3085345.14376875,10112328.3826565,30.38417327,-97.83158235,"(30.38417327, -97.83158235)",10.0,493N,ME32
136818,14-00010200,Coyote Complaints,Phone,Closed,01/19/2014 08:43:00 AM,01/17/2014 08:28:00 AM,01/19/2014 08:43:00 AM,01/19/2014 08:43:00 AM,"10713 MISTING FALLS TRL, AUSTIN, TX",10713.0,MISTING FALLS,AUSTIN,78759.0,TRAVIS,3110760.76185248,10120848.297502302,30.40599658,-97.75037167,"(30.40599658, -97.75037167)",10.0,464Z,MH34
136819,14-00009644,Coyote Complaints,Phone,Closed,01/19/2014 08:40:00 AM,01/16/2014 12:32:00 PM,01/19/2014 08:40:00 AM,01/19/2014 08:40:00 AM,"7407 NEWHALL LN, AUSTIN, TX",7407.0,NEWHALL,AUSTIN,78746.0,TRAVIS,3082358.80404115,10083970.753313199,30.30640492,-97.84306423,"(30.30640492, -97.84306423)",,552V,MD25
136820,14-00009149,Coyote Complaints,Phone,Closed,01/19/2014 08:38:00 AM,01/15/2014 04:44:00 PM,01/19/2014 08:38:00 AM,01/19/2014 08:38:00 AM,"1812 CRESTHAVEN DR, AUSTIN, TX",1812.0,CRESTHAVEN,AUSTIN,78704.0,TRAVIS,3102034.93488886,10067126.326116199,30.25887561,-97.78195267,"(30.25887561, -97.78195267)",5.0,614A,MG21
136822,14-00009040,Coyote Complaints,Phone,Closed,01/19/2014 08:21:00 AM,01/15/2014 01:38:00 PM,01/19/2014 08:21:00 AM,01/19/2014 08:21:00 AM,"1908 MATAGORDA ST, AUSTIN, TX",1908.0,MATAGORDA,AUSTIN,78741.0,TRAVIS,3116460.59615415,10059727.3747557,30.23761931,-97.73682079,"(30.23761931, -97.73682079)",9.0,615T,MJ19
137755,14-00008890,Coyote Complaints,Phone,Closed,01/15/2014 01:00:00 PM,01/15/2014 10:22:00 AM,01/15/2014 01:00:00 PM,01/15/2014 01:00:00 PM,"3704 RIP FORD DR, AUSTIN, TX",3704.0,RIP FORD,AUSTIN,78732.0,TRAVIS,3067846.58107389,10108924.497355198,30.37588616,-97.88730257,"(30.37588616, -97.88730257)",,491U,MB31
137756,14-00008118,Coyote Complaints,Phone,Closed,01/15/2014 12:58:00 PM,01/14/2014 07:08:00 AM,01/15/2014 12:58:00 PM,01/15/2014 12:58:00 PM,"7516 STONECLIFF DR, AUSTIN, TX",7516.0,STONECLIFF,AUSTIN,78731.0,TRAVIS,3109741.12357632,10104483.893024499,30.36107805,-97.75480847,"(30.36107805, -97.75480847)",10.0,524H,MH30
137760,14-00008012,Coyote Complaints,Phone,Closed,01/15/2014 12:56:00 PM,01/13/2014 07:21:00 PM,01/15/2014 12:56:00 PM,01/15/2014 12:56:00 PM,"11350 FOUR POINTS DR, AUSTIN, TX",11350.0,FOUR POINTS,AUSTIN,78726.0,TRAVIS,3079973.03904275,10119697.4365468,30.40476126,-97.84809352,"(30.40476126, -97.84809352)",6.0,462Y,MD34
137762,14-00007669,Coyote Complaints,Phone,Closed,01/15/2014 12:52:00 PM,01/13/2014 12:28:00 PM,01/15/2014 12:52:00 PM,01/15/2014 12:52:00 PM,"205 S TUMBLEWEED TRL, AUSTIN, TX",205.0,TUMBLEWEED,AUSTIN,78733.0,TRAVIS,3072294.63331615,10090786.629318401,30.32575673,-97.87447162,"(30.32575673, -97.87447162)",,552E,MC27
138259,14-00005938,Coyote Complaints,Phone,Closed,01/13/2014 07:27:00 AM,01/10/2014 03:27:00 PM,01/13/2014 07:27:00 AM,01/13/2014 07:27:00 AM,"4401 DUDLEY DR, AUSTIN, TX",4401.0,DUDLEY,AUSTIN,78735.0,TRAVIS,3094707.01138163,10059182.221384,30.23749823,-97.80572854,"(30.23749823, -97.80572854)",5.0,613U,MF19
138358,14-00006131,Coyote Complaints,Phone,Closed,01/13/2014 07:29:00 AM,01/10/2014 08:31:00 PM,01/13/2014 07:29:00 AM,01/13/2014 07:29:00 AM,"6712 HART LN, AUSTIN, TX",6712.0,HART,AUSTIN,78731.0,TRAVIS,3109260.85665679,10100300.6271569,30.34960941,-97.75663805,"(30.34960941, -97.75663805)",10.0,524R,MH29
138372,14-00007271,Coyote Complaints,Phone,Closed,01/13/2014 07:46:00 AM,01/12/2014 09:54:00 PM,01/13/2014 07:46:00 AM,01/13/2014 07:46:00 AM,"3 BEECHER LN, AUSTIN, TX",3.0,BEECHER,AUSTIN,78746.0,TRAVIS,3085043.8097307,10088050.8223579,30.317455100000004,-97.83426736,"(30.3174551, -97.83426736)",,552M,MD26
138373,14-00006809,Coyote Complaints,Phone,Closed,01/13/2014 07:37:00 AM,01/12/2014 07:50:00 AM,01/13/2014 07:37:00 AM,01/13/2014 07:37:00 AM,"5012 HIGHLAND CT, AUSTIN, TX",5012.0,HIGHLAND,AUSTIN,78731.0,TRAVIS,3109440.46884904,10093116.538916199,30.32984989,-97.7565963,"(30.32984989, -97.7565963)",10.0,554D,MH27
138374,14-00006695,Coyote Complaints,Phone,Closed,01/13/2014 07:35:00 AM,01/11/2014 07:32:00 PM,01/13/2014 07:35:00 AM,01/13/2014 07:35:00 AM,"11350 FOUR POINTS DR, AUSTIN, TX",11350.0,FOUR POINTS,AUSTIN,78726.0,TRAVIS,3079973.03904275,10119697.4365468,30.40476126,-97.84809352,"(30.40476126, -97.84809352)",6.0,462Y,MD34
138376,14-00006167,Coyote Complaints,Phone,Closed,01/13/2014 07:33:00 AM,01/10/2014 10:12:00 PM,01/13/2014 07:33:00 AM,01/13/2014 07:33:00 AM,"5702 WOODVIEW AVE, AUSTIN, TX",5702.0,WOODVIEW,AUSTIN,78756.0,TRAVIS,3113198.12118116,10094573.3704333,30.33361465,-97.74458148,"(30.33361465, -97.74458148)",7.0,525W,MJ28
138377,14-00005657,Coyote Complaints,Phone,Closed,01/13/2014 07:24:00 AM,01/10/2014 09:16:00 AM,01/13/2014 07:24:00 AM,01/13/2014 07:24:00 AM,"8013 COBBLESTONE, AUSTIN, TX",8013.0,COBBLESTONE,AUSTIN,78735.0,TRAVIS,3070166.52015329,10065029.7449813,30.25508209,-97.88301326,"(30.25508209, -97.88301326)",8.0,611H,MB21
138378,14-00005612,Coyote Complaints,Phone,Closed,01/13/2014 07:22:00 AM,01/10/2014 08:09:00 AM,01/13/2014 07:22:00 AM,01/13/2014 07:22:00 AM,"1915 BERKELEY AVE, AUSTIN, TX",1915.0,BERKELEY,AUSTIN,78745.0,TRAVIS,3095816.87824448,10048341.0037525,30.20762776,-97.80299571,"(30.20762776, -97.80299571)",5.0,643Q,MF17
138380,14-00004643,Coyote Complaints,Phone,Closed,01/13/2014 07:20:00 AM,01/08/2014 03:33:00 PM,01/13/2014 07:20:00 AM,01/13/2014 07:20:00 AM,"4024 TRAVIS COUNTRY CIR, AUSTIN, TX",4024.0,TRAVIS COUNTRY,AUSTIN,78735.0,TRAVIS,3084908.86917733,10064734.938076401,30.25337039,-97.83635346,"(30.25337039, -97.83635346)",8.0,612H,MD21
139185,14-00003734,Coyote Complaints,Phone,Closed,01/08/2014 01:49:00 PM,01/07/2014 08:19:00 AM,01/08/2014 01:50:00 PM,01/08/2014 01:49:00 PM,"6709 CUESTA TRL, AUSTIN, TX",6709.0,CUESTA,AUSTIN,78730.0,TRAVIS,3090852.72677549,10110611.9427029,30.37911321,-97.81424292,"(30.37911321, -97.81424292)",10.0,493P,ME32
139187,14-00003874,Coyote Complaints,Phone,Closed,01/08/2014 01:53:00 PM,01/07/2014 10:17:00 AM,01/08/2014 01:53:00 PM,01/08/2014 01:53:00 PM,"2100 METCALFE RD, AUSTIN, TX",2100.0,METCALFE,AUSTIN,78741.0,TRAVIS,3116434.60807349,10054739.484179301,30.22391009,-97.73727164,"(30.22391009, -97.73727164)",3.0,645B,MJ18
139196,14-00004384,Coyote Complaints,Phone,Closed,01/08/2014 02:15:00 PM,01/08/2014 08:38:00 AM,01/08/2014 02:15:00 PM,01/08/2014 02:15:00 PM,"11350 FOUR POINTS DR 322, AUSTIN, TX",11350.0,FOUR POINTS,AUSTIN,78726.0,TRAVIS,3079781.21563043,10119808.663432302,30.40507879,-97.84869398,"(30.40507879, -97.84869398)",6.0,462Y,MD34
139200,14-00004301,Coyote Complaints,Phone,Closed,01/08/2014 02:02:00 PM,01/07/2014 09:38:00 PM,01/08/2014 02:02:00 PM,01/08/2014 02:02:00 PM,"BARTON SPRINGS RD & ROBERT E LEE RD, AUSTIN, TX",,BARTON SPRINGS RD & ROBERT E LEE RD,AUSTIN,78704.0,TRAVIS,3107338.75,10069392.0,30.26476808,-97.76499238,"(30.26476808, -97.76499238)",5.0,584Y,MH22
139201,14-00003942,Coyote Complaints,Phone,Closed,01/08/2014 02:00:00 PM,01/07/2014 11:54:00 AM,01/08/2014 02:00:00 PM,01/08/2014 02:00:00 PM,"6432 WILLIAMS RIDGE WAY, AUSTIN, TX",6432.0,WILLIAMS RIDGE,AUSTIN,78731.0,TRAVIS,3103171.85148739,10102027.9057235,30.3547438,-97.77581129,"(30.3547438, -97.77581129)",10.0,524K,MG29
139203,14-00003735,Coyote Complaints,Phone,Closed,01/08/2014 01:53:00 PM,01/07/2014 08:20:00 AM,01/08/2014 01:53:00 PM,01/08/2014 01:53:00 PM,"4512 EAGLE FEATHER DR, AUSTIN, TX",4512.0,EAGLE FEATHER,AUSTIN,78735.0,TRAVIS,3087340.3866327005,10060917.4742138,30.24272632,-97.82892653,"(30.24272632, -97.82892653)",8.0,613N,ME20
139208,14-00003999,Coyote Complaints,Phone,Duplicate (closed),01/08/2014 01:33:00 PM,01/07/2014 01:21:00 PM,01/08/2014 01:33:00 PM,01/08/2014 01:33:00 PM,"11350 FOUR POINTS DR, AUSTIN, TX",11350.0,FOUR POINTS,AUSTIN,78726.0,TRAVIS,3079973.03904275,10119697.4365468,30.40476126,-97.84809352,"(30.40476126, -97.84809352)",6.0,462Y,MD34
139209,14-00003623,Coyote Complaints,Phone,Closed,01/08/2014 01:33:00 PM,01/06/2014 07:50:00 PM,01/08/2014 01:33:00 PM,01/08/2014 01:33:00 PM,"11350 FOUR POINTS DR 312, AUSTIN, TX",11350.0,FOUR POINTS,AUSTIN,78726.0,TRAVIS,3079781.21563043,10119808.663432302,30.40507879,-97.84869398,"(30.40507879, -97.84869398)",6.0,462Y,MD34
139210,14-00003228,Coyote Complaints,Phone,Closed,01/08/2014 01:31:00 PM,01/06/2014 01:37:00 PM,01/08/2014 01:31:00 PM,01/08/2014 01:31:00 PM,"4804 CANYONWOOD DR, AUSTIN, TX",4804.0,CANYONWOOD,AUSTIN,78735.0,TRAVIS,3087708.35120641,10061411.3271914,30.24406108,-97.82772632,"(30.24406108, -97.82772632)",8.0,613N,ME20
139216,14-00003184,Coyote Complaints,Phone,Closed,01/08/2014 01:25:00 PM,01/06/2014 12:53:00 PM,01/08/2014 01:25:00 PM,01/08/2014 01:25:00 PM,"1900 BERKELEY AVE, AUSTIN, TX",1900.0,BERKELEY,AUSTIN,78745.0,TRAVIS,3096235.71050978,10048167.903348401,30.20712573,-97.80168263,"(30.20712573, -97.80168263)",5.0,643R,MF17
139219,14-00003057,Coyote Complaints,Phone,Closed,01/08/2014 01:15:00 PM,01/06/2014 10:11:00 AM,01/08/2014 01:15:00 PM,01/08/2014 01:15:00 PM,"2100 METCALFE RD, AUSTIN, TX",2100.0,METCALFE,AUSTIN,78741.0,TRAVIS,3116434.60807349,10054739.484179301,30.22391009,-97.73727164,"(30.22391009, -97.73727164)",3.0,645B,MJ18
139221,14-00002967,Coyote Complaints,Phone,Closed,01/08/2014 01:14:00 PM,01/06/2014 07:51:00 AM,01/08/2014 01:14:00 PM,01/08/2014 01:14:00 PM,"4512 EAGLE FEATHER DR, AUSTIN, TX",4512.0,EAGLE FEATHER,AUSTIN,78735.0,TRAVIS,3087340.3866327005,10060917.4742138,30.24272632,-97.82892653,"(30.24272632, -97.82892653)",8.0,613N,ME20
139222,14-00002870,Coyote Complaints,Phone,Closed,01/08/2014 01:12:00 PM,01/05/2014 07:03:00 PM,01/08/2014 01:12:00 PM,01/08/2014 01:12:00 PM,"6011 SHADOW VALLEY CV, AUSTIN, TX",6011.0,SHADOW VALLEY,AUSTIN,78731.0,TRAVIS,3108974.39747554,10100048.0676676,30.348933399999996,-97.75756452,"(30.3489334, -97.75756452)",10.0,524R,MH29
139223,14-00002840,Coyote Complaints,Phone,Closed,01/08/2014 01:10:00 PM,01/05/2014 06:03:00 PM,01/08/2014 01:10:00 PM,01/08/2014 01:10:00 PM,"600 SHERATON AVE, AUSTIN, TX",600.0,SHERATON,AUSTIN,78745.0,TRAVIS,3108679.36996073,10050449.0463139,30.21261158,-97.76213379,"(30.21261158, -97.76213379)",3.0,644L,MH17
139790,14-00001958,Coyote Complaints,Phone,Closed,01/05/2014 07:51:00 AM,01/04/2014 08:58:00 AM,01/05/2014 07:51:00 AM,01/05/2014 07:51:00 AM,"1824 S IH 35 SVRD SB, AUSTIN, TX",1824.0,35,AUSTIN,78704.0,TRAVIS,3115896.3,10060537.82,30.23988329,-97.73854738,"(30.23988329, -97.73854738)",9.0,615P,MJ20
